1514764800000;33150
1514766600000;33150
1514768400000;33150
1514770200000;33150
1514772000000;33150
1514773800000;33150
1514775600000;33150
1514777400000;33150
1514779200000;33150
1514781000000;33150
1514782800000;33150
1514784600000;33150
1514786400000;33150
1514788200000;34088
1514790000000;34088
1514791800000;34088
1514793600000;34088
1514795400000;34088
1514797200000;34088
1514799000000;34088
1514800800000;34088
1514802600000;42355
1514804400000;45407
1514806200000;45407
1514808000000;45407
1514809800000;47810
1514811600000;47810
1514813400000;47810
1514815200000;47810
1514817000000;47810
1514818800000;47810
1514820600000;47810
1514822400000;47810
1514824200000;47810
1514826000000;47810
1514827800000;47810
1514829600000;47810
1514831400000;47810
1514833200000;47810
1514835000000;47810
1514836800000;47810
1514838600000;47460
1514840400000;46083
1514842200000;46083
1514844000000;46083
1514845800000;46083
1514847600000;46083
1514849400000;46083
1514851200000;46083
1514853000000;46083
1514854800000;44874
1514856600000;44874
1514858400000;44874
1514860200000;44874
1514862000000;43717
1514863800000;43717
1514865600000;43717
1514867400000;43717
1514869200000;43717
1514871000000;43717
1514872800000;43717
1514874600000;43717
1514876400000;43717
1514878200000;43717
1514880000000;43717
1514881800000;43717
1514883600000;43717
1514885400000;43717
1514887200000;43717
1514889000000;43717
1514890800000;43717
1514892600000;43717
1514894400000;43717
1514896200000;43717
1514898000000;43717
1514899800000;46184
1514901600000;46184
1514903400000;46184
1514905200000;46184
1514907000000;46184
1514908800000;43490
1514910600000;43490
1514912400000;43490
1514914200000;43490
1514916000000;43490
1514917800000;43490
1514919600000;43490
1514921400000;43490
1514923200000;42218
1514925000000;42218
1514926800000;42218
1514928600000;44593
1514930400000;44593
1514932200000;43285
1514934000000;42999
1514935800000;42999
1514937600000;42999
1514939400000;40870
1514941200000;43133
1514943000000;43133
1514944800000;46131
1514946600000;45201
1514948400000;45201
1514950200000;45201
1514952000000;45201
1514953800000;45201
1514955600000;45201
1514957400000;45201
1514959200000;45201
1514961000000;45201
1514962800000;45201
1514964600000;45201
1514966400000;45201
1514968200000;45201
1514970000000;45201
1514971800000;45201
1514973600000;45201
1514975400000;45201
1514977200000;45201
1514979000000;45201
1514980800000;45201
1514982600000;45201
1514984400000;45201
1514986200000;45201
1514988000000;45201
1514993520000;43138
1514997000000;43138
1514998800000;43138
1515000600000;43138
1515002400000;43138
1515004200000;43138
1515006000000;43138
1515007800000;43138
1515009600000;43138
1515011400000;43138
1515013200000;41901
1515015000000;41901
1515016800000;41901
1515018600000;41901
1515020400000;41901
1515022200000;41901
1515024000000;41901
1515025800000;41901
1515027600000;42041
1515029400000;42041
1515031200000;42041
