Charter;Name;Owner;Population;Unemployment;GDP;GDP per capita;rrr;Type;Civilization;Race;Capitol;Founded;Independence;Atmosphere stage;Mother colony relations;Xcoord;Ycoord;Sector;Platform;CW size;Mother Colony Charter;Region
03ZhBpT30T;Da Bois;CryogenicCoyote;87437;64;3099691855;35451;0;Red Planet;United Earth;Human;1;2022-07-19 00:00:00;2023-03-24 00:00:00;4;123;-540;191;0/0;steam.windows;0;earth;1
04aQvfQucM;Hardcore ;Djbside;19;42;95116;5006;0;Forest World;United Earth;Human;0;2022-12-22 00:00:00;;3;123;497;471;51/-39;ios.appstore;0;6uHQ4QwvB8;1
04SiSDwq50;miminuar5;miminuar;1856003;14;496978804143221;267768319;0;Ice World;Zolarg Empire;Insectoids;1;2022-04-03 00:00:00;2022-04-10 00:00:00;4;123;-782;682;104/-86;android.apemarket;0;zolarg;1
06kLcBZLI5;Hard ass planet;crazycochon;2045;0;12983298;6349;0;Forest World;United Earth;Human;0;2022-02-19 00:00:00;;3;;-929;-35;55/-45;steam.windows;0;;1
06wwjf4wj9;First;zwforlife;41;4;108700;2651;0;Red Planet;United Earth;Human;0;2023-01-10 00:00:00;;0;123;485;-280;0/1;ios.appstore;0;hz22MAQlHN;0
07ChODyVof;Sla;S0RA;91512;13;19519281431;213298;0;Red Planet;United Earth;Human;1;2021-10-25 00:00:00;2021-11-19 00:00:00;4;;234;-461;-4/-88;steam.windows;0;;0
08wmki7UWJ;Vonda;Valek005;134;0;683296;5099;0;Earthlike;United Earth;Human;0;2023-01-14 00:00:00;;4;123;801;48;97/-8;android.gplay;0;6b3dbnNw;1
0aPgyuLu;Sugar Nuisance;Wlof;11226;4;139028960;12385;0;Abandoned World;League of Independent States;Human;1;2018-03-06 00:00:00;2018-03-11 00:00:00;4;;-270;322;6/-79;android.gplay;0;;0
0bh2dh3udC;Doofania Metrocity;SherlocktheKnower;19713;10;79372007;4026;3;Earthlike;United Earth;Human;1;2023-03-09 00:00:00;2023-03-17 00:00:00;4;123;681;878;51/-39;android.gplay;0;2rCoai7i2p;1
0CIwPONgiU;Funkanda;IronMonkey;2366;0;2926357;1237;0;Earthlike;United Earth;Human;0;2022-12-24 00:00:00;;3;123;563;-946;0/1;windows.windowsstore;0;zmZZGD4dZS;0
0DNLxODbni;Freedmoon origin (FFF);Freedmoon;50770;87;33887061;667;0;Lunar;United Earth;Human;0;2017-09-16 00:00:00;;3;;1;-987;21/-66;web.apewebapps;0;;0
0dOlOw4kAN;New Haven;DrDopps;416237;16;25696283911;61735;0;Red Planet;United Earth;Human;1;2023-03-12 00:00:00;2023-03-16 00:00:00;4;123;446;-225;0/1;desktop.windows;0;hz22MAQlHN;0
0EQaPKNgI3;Lunaria;Casper;5266;0;82768805;15718;1;Lunar;United Earth;Human;1;2020-12-19 00:00:00;2022-12-29 00:00:00;3;123;336;114;0/0;android.gplay;0;earth;1
0f8FfTX6BQ;Trey;Xsicer;10;0;133230;13323;0;Red Planet;United Earth;Human;1;2023-01-20 00:00:00;;1;100;-649;-438;4/-91;steam.windows;0;exaf9IKgZ4;1
0FoaofB9ZP;Zentrum;Koska;3191;0;5746110;1801;0;Red Planet;United Earth;Human;1;2023-01-28 00:00:00;;2;46;-183;145;23/-28;steam.windows;0;UmlelU0qMp;1
0fQnggGXT6;I dont know;S0RA;231911;9;103645085899;446918;0;Red Planet;United Earth;Human;1;2018-09-06 00:00:00;2021-12-05 00:00:00;4;;-453;-335;95/11;steam.windows;0;;0
0fsN9rEZpy;Gregorianos;Eldiego369;233;0;494944;2124;0;Earthlike;United Earth;Human;0;2023-03-19 00:00:00;;3;123;871;-88;-1/1;ios.appstore;0;zYCNAOutSi;1
0GW6U6hG;PAsty;ferchador;287298;65;14466444306629;50353446;2;Sugarland;Zolarg Empire;Insectoids;1;2017-05-04 00:00:00;2017-05-12 00:00:00;3;100;94;872;104/-87;web.apewebapps;0;zolarg;0
0h3E0mzKFE;New Zolarg World;Rifa335;4;25;17900;4475;0;Sugarland;Zolarg Empire;Insectoids;0;2022-11-30 00:00:00;;3;100;22;-746;104/-86;steam.windows;0;JQKzmKuO;1
0H7a6Kqv1X;Moonbase;garmeac;183632;4;325520839599;1772680;0;Lunar;United Earth;Human;1;2021-07-12 00:00:00;2021-10-27 00:00:00;4;123;888;603;0/0;desktop.windows;0;earth;0
0HD0C18yaq;Mars Five;usbrit72;4045;37;5005414;1237;0;Red Planet;United Earth;Human;0;2022-11-28 00:00:00;;1;123;572;-419;0/1;web.apewebapps;0;uovgjkPi;0
0hxPNzRADJ;New Strelitzia;xXD3omegaXx;2926937;0;3819758152437018;1305035999;2;Red Planet;United Earth;Human;1;2021-09-16 00:00:00;2021-09-20 00:00:00;4;;-438;-826;105/-65;android.gplay;0;;1
0hZgBkjn;Domination;bastecklein;1053603;24;1003669899540;952607;5;Red Planet;United Earth;Human;1;2017-04-08 00:00:00;2017-04-19 00:00:00;4;;639;-61;75/-79;desktop.mac;0;;0
0IxNDeDTBQ;Alpha one;Rollo95;8868;10;119160482;13437;0;Earthlike;United Earth;Human;1;2023-02-03 00:00:00;2023-02-08 00:00:00;3;123;-530;-919;0/1;android.gplay;0;earth;1
0mLu2FAZi3;Trash;Logfrog;19807;9;220563395;11136;0;Earthlike;United Earth;Human;1;2022-12-26 00:00:00;2022-12-30 00:00:00;3;123;-283;-896;0/1;ios.appstore;0;earth;0
0NBjPVUouZ;findex;findex7593;7492;0;23448545;3130;0;Red Planet;United Earth;Human;0;2023-03-01 00:00:00;;0;123;520;399;0/1;web.apewebapps;0;hz22MAQlHN;0
0p4MrFeFpj;clover;greensleeves1;4509;0;13402841;2972;0;Red Planet;United Earth;Human;0;2023-01-09 00:00:00;;2;123;-582;-715;1/0;steam.windows;0;DyMiwE4N;1
0RMkZWRIvI;Red 1;Denight1010;4327;0;0;0;0;Red Planet;United Earth;Human;0;2022-12-02 00:00:00;;2;123;779;-367;103/-4;steam.windows;0;haOuhwzw71;1
0sOPyyi76j;The Divine Comedy;Blacklightning794;1058;0;2773383;2621;0;Lunar;United Earth;Human;0;2023-01-24 00:00:00;;0;123;36;820;0/1;desktop.windows;0;NUrdW7SznK;1
0ThCgacBrA;Abundance;ezshark9593;132695;17;3942356452;29710;6;Earthlike;United Earth;Human;1;2022-07-25 00:00:00;2022-08-08 00:00:00;4;;-766;-762;18/-71;android.gplay;0;;0
0u2HHPOvGw;DAGGER MOONBASE;Dagger;20;29;38176;1909;0;Lunar;United Earth;Human;0;2023-02-20 00:00:00;;0;123;-737;813;11/-49;android.gplay;0;9zE4XG3a6U;0
0U7uKxbVoK;Shadnur;Blackstar8;32;0;218269;6821;0;Earthlike;United Earth;Human;0;2023-01-28 00:00:00;;3;100;883;804;-1/0;web.apewebapps;0;IvwKkU5khK;1
0uaoFzkN;117;NotAsadGopnik;36675;3;22255087497;606819;0;Red Planet;United Earth;Human;1;2022-04-02 00:00:00;2022-07-26 00:00:00;4;123;-190;-847;73/-10;steam.windows;0;earth;0
0UCZZ3cKlu;Santiago;RemyMartin007;586224;18;1136057970171;1937925;1;Earthlike;United Earth;Human;1;2021-01-22 00:00:00;2021-02-06 00:00:00;4;;760;-406;20/-57;windows.windowsstore;0;;0
0Ui99nZpCh;[EUSCAS] Silent Depths;Equinox0;1988252;7;2608463462124479000;1311938055198;4;Red Planet;United Earth;Human;1;2023-02-17 00:00:00;2023-02-17 00:00:00;4;123;-697;-5;0/1;web.apewebapps;0;NUrdW7SznK;0
0uZvg1nWNh;1st;mathew2802;19147;9;231119999;12071;0;Earthlike;United Earth;Human;0;2023-02-24 00:00:00;;3;123;782;877;0/0;android.gplay;0;zmZZGD4dZS;0
0v3pfdIBtL;Landing;Ultra;16764;7;48877538;2916;0;Red Planet;United Earth;Human;0;2023-01-07 00:00:00;;3;123;-998;721;0/1;desktop.windows;0;FkVlb8M80o;0
0xIYLncU;Vacation;Deadbeatz;199411;10;30327591760;152086;0;Earthlike;United Earth;Human;1;2022-08-20 00:00:00;2022-08-31 00:00:00;4;123;-995;-959;1/0;android.gplay;0;OX2eC2i9;0
0YGd5qM0V7;Zentrum;Koska;2789;44;1809056;649;0;Red Planet;United Earth;Human;0;2023-01-31 00:00:00;;1;123;-441;-944;0/23;steam.windows;0;UmlelU0qMp;1
0YNp3fJE1E;My Colony;123gazdm123;9588;8;31497438;3285;0;Red Planet;United Earth;Human;1;2022-12-23 00:00:00;2022-12-31 00:00:00;3;123;845;781;-1/1;ios.appstore;0;IjXZjL1sSn;0
0YsRsX7NUE;Jazzz;Mstarspace;4409;3;8855498;2009;0;Red Planet;United Earth;Human;0;2023-01-01 00:00:00;;2;123;-822;-530;1/0;ios.appstore;0;QFWw1kVhlP;0
10Ycv8UHPC;Aethelhome;jasperjester;2245;0;2502449;1115;0;Red Planet;United Earth;Human;0;2023-02-14 00:00:00;;0;123;-361;-520;0/0;steam.windows;0;earth;1
11ySxbCaAn;Earthlings;Toybonnie1756;5;0;66006;13201;0;Earthlike;United Earth;Human;0;2022-12-01 00:00:00;;3;123;-749;-149;0/0;ios.appstore;0;8J6fDuiX;0
13CirURbYW;Struggle;Stoney;54;33;344949;6388;0;Ice World;League of Independent States;Human;0;2023-01-18 00:00:00;;0;123;-580;1000;0/-2;android.gplay;0;VAAVvLtD6I;1
14dYBW23TQ;Toth;Joan;403;0;3359389;8336;0;Lunar;United Earth;Human;0;2023-03-28 00:00:00;;0;123;884;-688;0/0;web.apewebapps;0;EdXiCiwPfM;0
15DnIwd5GP;Yakima;Akiser15;14272;6;32333617;2266;0;Earthlike;United Earth;Human;0;2023-01-20 00:00:00;;3;123;-949;-937;1/1;web.windowsstore;0;DyMiwE4N;1
15dRuMHX9e;15dRuMHX9e;Praseodymix;23500;28;238581915;10152;0;Earthlike;United Earth;Human;1;2022-11-29 00:00:00;2023-01-15 00:00:00;3;123;-371;-897;0/1;steam.windows;0;W5vu9ayLfB;1
15oPw2WvGd;Stella;Gaspo;467721;12;5736835977;12266;1;Earthlike;United Earth;Human;1;2022-12-20 00:00:00;2022-12-29 00:00:00;4;123;567;976;0/-1;desktop.windows;0;earth;0
15zzVa4HtS;Vetera Urbs;Guzzini;28994;0;2261538801;78000;3;Red Planet;United Earth;Human;1;2022-09-27 00:00:00;2022-11-01 00:00:00;3;123;177;-890;0/0;android.gplay;0;earth;0
167fhDtnzK;1st;Obence04;4383;9;7758334;1770;0;Red Planet;United Earth;Human;0;2023-02-28 00:00:00;;2;123;974;311;-1/0;android.gplay;0;earth;0
18vKskkBFx;[T1P] Land Of Prosper;Manueltopia;17066959;0;114887187299450720;6731555827;2;Earthlike;United Earth;Human;1;2020-06-12 00:00:00;2020-06-14 00:00:00;4;;144;388;81/-69;web.apewebapps;0;;1
197INKjE;Mars;tandeman;174;0;3370334;19370;0;Red Planet;United Earth;Human;0;2022-06-10 00:00:00;;0;123;-833;570;1/0;android.amazon;0;earth;0
1aISE5J2hP;fried;gawei;38228;48;931608780;24370;0;Earthlike;United Earth;Human;0;2022-12-10 00:00:00;;3;123;-231;-902;0/1;ios.appstore;0;NUrdW7SznK;0
1bUTeapq;UCTA;Th10531;368;0;141284130;383924;0;Asteroid;League of Independent States;Human;0;2022-07-17 00:00:00;;0;123;-650;-53;-1/-2;ios.appstore;0;1UhjvgiY;1
1C3yhdDeIW;The Galactic Empire;therealchromedino;67203;30;3005440044;44722;3;Lunar;United Earth;Human;1;2023-02-22 00:00:00;2023-02-22 00:00:00;4;123;-827;585;1/0;web.apeappslauncher;0;6jr8X6ZC;1
1Ck3t6MFVM;[BIRD] Human Galactica;XxDevonxX;6850;0;35304349;5154;0;Red Planet;United Earth;Human;1;2022-12-09 00:00:00;1969-12-31 00:00:00;2;123;963;-201;-1/0;android.gplay;0;JZPA3EV5;0
1Csd2fveoj;Schmoo River;BewareAlbatross;147;35;217540;1480;0;Sugarland;Zolarg Empire;Insectoids;0;2023-03-28 00:00:00;;4;100;515;925;93/-49;android.gplay;0;zolarg;1
1DGkzKUtyR;new America ;Qazey;266171;68;25116347474473156;94361697835;2;Earthlike;United Earth;Human;1;2022-10-14 00:00:00;2022-10-16 00:00:00;4;123;34;-392;107/-22;web.apewebapps;0;earth;1
1dVN1EAJyP;Earth 3;Tamtamtamtam;174236;48;32007823216079000;183703845451;0;Earthlike;United Earth;Human;1;2023-03-06 00:00:00;2023-03-08 00:00:00;4;123;-971;410;1/0;web.apewebapps;0;earth;0
1ELWMClKK6;Treadstone;Jonnywales99;892926;13;14841484000;16621;1;Red Planet;United Earth;Human;1;2022-12-15 00:00:00;2023-01-06 00:00:00;4;123;-176;-29;0/0;android.gplay;0;earth;1
1FoJwYzZ0c;Doop mk.2;Jimh823;46327;13;659767551;14242;0;Red Planet;United Earth;Human;1;2017-02-25 00:00:00;2017-04-08 00:00:00;4;100;931;845;-1/0;android.gplay;0;earth;0
1GC5SZ89;Byzantine;CodyStormz;329850;12;15660119459540;47476488;1;Earthlike;United Earth;Human;1;2022-08-07 00:00:00;2022-08-08 00:00:00;4;123;93;744;45/-30;web.apewebapps;0;8bfjDxb0;0
1gYgU0dotW;Acheron LV-426;Dago;228572;66;1759876103;7699;0;Lunar;United Earth;Human;1;2018-07-16 00:00:00;2018-07-17 00:00:00;4;;-615;974;15/9;android.gplay;0;;0
1h4kI7Ziu4;Region 1;Flappy;727;0;2037301;2802;0;Earthlike;United Earth;Human;0;2023-01-08 00:00:00;;3;123;105;-409;0/1;steam.windows;0;hz22MAQlHN;1
1hqKVTEQps;Clusterville;Mizinia;235;0;1105491;4704;0;Red Planet;United Earth;Human;0;2022-12-23 00:00:00;;0;123;878;-566;-1/1;web.apewebapps;0;IvwKkU5khK;0
1Hy3Dq8WHv;Sub-zero ;rocketreeves;103;15;926616;8996;0;Ice World;League of Independent States;Human;0;2022-12-12 00:00:00;;0;123;-549;787;-1/-2;android.gplay;0;OSg3yffztG;1
1i5eQvjrsU;Nice;rojeesbr;25487;11;242505783;9515;1;Forest World;United Earth;Human;1;2022-04-03 00:00:00;2022-11-26 00:00:00;3;123;809;798;0/-1;web.apewebapps;0;earth;0
1IeMoSTNQ1;Alpha centantri;BotleyBoy21;6017;7;21633623;3595;0;Earthlike;United Earth;Human;1;2022-10-25 00:00:00;2022-10-27 00:00:00;3;123;-154;807;51/-39;ios.appstore;0;iyJyVh9I;0
1iIzawFVCH;zuh;McMaker2;21963;14;240087364;10931;0;Abandoned World;League of Independent States;Human;1;2023-01-28 00:00:00;2023-02-15 00:00:00;3;123;-151;232;-1/-2;web.apewebapps;0;lis;0
1JnqeimSsE;Roscop;Rollo95;8867;7;25079993;2828;0;Red Planet;United Earth;Human;1;2023-02-12 00:00:00;2023-02-16 00:00:00;4;123;424;621;66/-3;android.gplay;0;yJe1c0KCuY;1
1JvPNVcM;Feets;5924001999;65554;51;49301328;752;0;Red Planet;United Earth;Human;0;2022-08-27 00:00:00;;2;123;638;-46;75/-79;steam.windows;0;0hZgBkjn;1
1kEKMFqV;Rock Solid;bjsmith2340;84122;16;18620823944;221355;1;Lunar;United Earth;Human;1;2022-09-13 00:00:00;2022-09-16 00:00:00;4;123;-617;-484;0/0;web.apewebapps;0;Tf4dMoYF;0
1LDpysAXZ0;Solitude;Elistanius;79;0;598131;7571;0;Red Planet;United Earth;Human;0;2023-02-02 00:00:00;;0;123;596;125;0/0;android.gplay;0;nCKL90Hh;1
1LH05NX919;Yeetia;yeetythethird2020;281;0;1203744;4284;0;Lunar;United Earth;Human;0;2023-02-20 00:00:00;;0;123;817;731;51/-39;android.gplay;0;le4ym7likd;1
1MbcZ9pGFU;[PSA] Kamino;OilChan;23076;85;59856938;2594;0;Water World;United Earth;Human;1;2022-11-25 00:00:00;2022-11-25 00:00:00;3;100;-8;567;11/-48;web.apewebapps;0;2BOvNE34;1
1PT23nTw0M;Underland;Daizy8s;212;0;784688;3701;0;Abandoned World;League of Independent States;Human;0;2022-11-18 00:00:00;;3;123;86;-459;-1/-1;steam.windows;0;yAzbIsgpL8;0
1Q2CbgzSxv;Forest;guiness13;52185;0;3603238892;69047;1;Forest World;United Earth;Human;1;2022-12-01 00:00:00;2022-12-12 00:00:00;3;123;822;780;51/-39;android.gplay;0;6uHQ4QwvB8;1
1RXYuQ6vB7;My Colony;Lollielol;9761;8;51493460;5275;0;Red Planet;United Earth;Human;0;2022-04-27 00:00:00;;2;;-166;789;121/10;web.apewebapps;0;;0
1SgkgaZoUV;New LIS Coliny;noscopy;17913;4;4127317848;230409;0;Abandoned World;League of Independent States;Human;1;2022-09-10 00:00:00;2022-09-23 00:00:00;4;123;-120;135;-1/-2;android.gplay;0;lis;1
1sivNw2HZ1;Mob Town;Nick1547;127171;6;273635705867;2151715;1;Lunar;United Earth;Human;1;2022-07-05 00:00:00;2023-01-16 00:00:00;4;123;657;339;0/0;web.apewebapps;0;ZVIJJnS7;0
1SJ4rUV13l;[POS] DADDY TYRONE;DADDYTYRONE;55033;0;484631835969;8806204;0;Abandoned World;Alpha Draconians;Reptilian;1;2019-06-29 00:00:00;2019-06-30 00:00:00;3;;741;-190;39/-82;android.gplay;0;;1
1UhjvgiY;Banieland of LIS;katersen;22212886;7;6600932036919129;297166790;6;Asteroid;League of Independent States;Human;1;2021-11-13 00:00:00;2021-11-15 00:00:00;4;123;-295;-210;-1/-2;web.apewebapps;0;lis;1
1umw8HxnpE;America;nathhancollins;992;0;2301253;2320;0;Red Planet;United Earth;Human;0;2022-12-08 00:00:00;;0;123;354;-303;0/0;steam.windows;0;NLv7aYEx;1
1VyAr5oHUX; Where are we? ;evilmattyg;29775;37;131242902;4408;0;Asteroid;League of Independent States;Human;1;2022-10-28 00:00:00;2023-03-03 00:00:00;4;45;381;595;-2/-3;steam.windows;0;earth;1
1WJRUWF3dV;Raccoon planet;Jeanpauldy;703;5;4851569;6901;0;Lunar;United Earth;Human;0;2023-02-26 00:00:00;;0;123;-970;-71;1/0;ios.appstore;0;aQZa5M0ewc;1
1X6yQolEQW;Small town;JesscatYT;3;0;102680;34227;0;Red Planet;United Earth;Human;0;2023-02-05 00:00:00;;0;100;-454;-546;11/-48;web.apewebapps;0;ap2DlEHfYS;0
1yhjZciwIe;Aluminiam Port;Octocoffe;46;70;111872;2432;0;Lunar;United Earth;Human;0;2022-11-13 00:00:00;;1;100;-955;419;23/-39;android.gplay;0;SgXqoZQ8ZE;1
1zAwehKn44;[T1P] OutLander;Boliver9067;15048160;0;16403008660914;1090034;0;Lunar;United Earth;Human;1;2019-10-26 00:00:00;2020-03-27 00:00:00;4;;981;628;0/-77;steam.windows;0;;1
1ZbtcYO1;Kamiz;Kamikaz;113268;0;296431762288;2617083;1;Earthlike;United Earth;Human;1;2022-04-23 00:00:00;2022-04-25 00:00:00;4;123;-790;-419;74/-54;steam.windows;0;TedvOpHq;1
1ZbtcYO1O6;Potatoland;walubaba24;70139;0;3774519516;53815;2;Red Planet;United Earth;Human;1;2021-07-04 00:00:00;1970-01-01 00:00:00;4;;-798;-454;-6/-15;windows.windowsstore;0;;1
1zv1mYm0a6;My Colony;zwforlife;9;0;246648;27405;0;Red Planet;United Earth;Human;0;2023-01-11 00:00:00;;0;100;-820;101;0/0;ios.appstore;0;g8EY7u4UAx;0
20X9NIHrha;The First Imperium;zeozaqy;54646;29;560681712;10260;3;Earthlike;United Earth;Human;1;2023-03-22 00:00:00;2023-03-26 00:00:00;4;123;-873;32;0/0;steam.windows;0;8J6fDuiX;0
233rYYR7ej;Macavale;Victory5494;3403;39;6319191;1857;0;Red Planet;United Earth;Human;0;2023-03-17 00:00:00;;0;123;970;141;0/0;ios.appstore;0;hz22MAQlHN;1
248qc1sRiU;Kuroiken;hiewsunvun;296753;54;30746252769;103609;1;Red Planet;United Earth;Human;1;2022-12-08 00:00:00;2022-12-11 00:00:00;4;123;-256;-73;0/0;web.apewebapps;0;F3DHavcuj8;0
25UIA7xlIX;DanDoDaMeGo;amgad1833;23059;5;1650192528;71564;0;Asteroid;League of Independent States;Human;1;2021-07-28 00:00:00;2021-07-29 00:00:00;3;;-100;372;49/-50;web.apewebapps;0;;0
28UVUdYb5F;Tbarker94;Tylerbark;574;53;1076701;1876;0;Earthlike;United Earth;Human;0;2023-01-04 00:00:00;;3;123;922;500;-1/1;android.gplay;0;hbDaYIBG7v;0
2a2tJkjO;Gaming;Anomaly;10571;18;84788170;8021;0;Red Planet;United Earth;Human;0;2021-03-25 00:00:00;;3;123;-795;-925;1/1;android.gplay;0;earth;0
2a2tJkjOU8;Wowzers;Isaiahsogreat;22122;62;72902997;3295;0;Lunar;United Earth;Human;1;2022-11-19 00:00:00;2022-12-22 00:00:00;4;123;943;867;-1/0;ios.appstore;0;earth;0
2AHpByLpTO;Assteroid;brycespotholes;89499;38;991565675;11079;0;Asteroid;League of Independent States;Human;1;2022-08-29 00:00:00;2022-09-04 00:00:00;3;123;-210;-248;-1/-2;steam.windows;0;lis;0
2AokuP5J;Cascadia;xircso;4830;65;4886586;1012;0;Red Planet;United Earth;Human;1;2022-08-23 00:00:00;2022-11-29 00:00:00;2;123;42;-910;0/0;android.gplay;0;earth;0
2BOvNE34;[PSA] Mars;OilChan;8403703;0;77663971923778450;9241636922;7;Red Planet;United Earth;Human;1;2022-09-23 00:00:00;2022-09-26 00:00:00;4;123;-247;-620;11/-48;steam.windows;0;kjhAX1YU;1
2cXZCrmGa4;My Colony;mashuaishuai;2718;1;5904867;2173;0;Red Planet;United Earth;Human;0;2022-10-29 00:00:00;;0;123;308;370;-1/-1;android.apemarket;0;g23x7tao;0
2e4jJQcAfG;Kacprzakia;Ikacprzak042;431;11;618507;1435;0;Forest World;United Earth;Human;0;2023-03-03 00:00:00;;3;123;-928;-402;0/0;web.apewebapps;0;earth;0
2GhiSsS5RA;Blooey;RagnartheFierce;27280;54;104036169;3814;0;Ice World;League of Independent States;Human;0;2022-11-04 00:00:00;;3;123;-252;25;-1/-2;android.gplay;0;lis;0
2IxeRCUPRJ;mars;aTeN;62;9;225906;3644;0;Red Planet;United Earth;Human;0;2022-08-14 00:00:00;;0;123;-746;773;0/-1;web.apewebapps;0;LhXGrPtx;0
2L2ubzUOhT;Earth1;MonkeyNutz;273;16;753488;2760;0;Earthlike;United Earth;Human;0;2022-02-28 00:00:00;;3;96;-687;255;0/0;android.gplay;0;earth;0
2M4xTdnuCz;Nevada;Blick;266792;26;6414388556;24043;0;Red Planet;United Earth;Human;0;2023-01-02 00:00:00;;4;123;173;507;-1/1;ios.appstore;0;hbDaYIBG7v;1
2mVZhpRr8g;My Colony;Mcebana;8;50;0;0;0;Red Planet;United Earth;Human;0;2023-02-13 00:00:00;;0;100;-38;-920;0/1;android.gplay;0;piVpTTB9;0
2Mz7ml7DLt;My Colony;carrier57;207;58;267901;1294;0;Asteroid;League of Independent States;Human;0;2023-02-21 00:00:00;;0;123;225;255;-1/-2;web.apewebapps;0;lis;0
2nFfQSBd1E;MornStar;imhotep19;79545;42;379219290;4767;0;Red Planet;United Earth;Human;1;2020-01-10 00:00:00;2020-02-02 00:00:00;4;123;-628;-30;1/0;desktop.windows;0;ImUVv7fb;0
2nFWYHbakJ;Michael;Michael1234555666;40;31;196890;4922;0;Red Planet;United Earth;Human;0;2023-01-08 00:00:00;;0;123;995;-136;97/-25;ios.appstore;0;ImUVv7fb;1
2nmdkpOpuq;United;Eneojo;3447;31;5296607;1537;0;Earthlike;United Earth;Human;0;2022-12-31 00:00:00;;3;123;-115;738;0/-1;android.gplay;0;UXibc5vu;0
2NpJTEBFga;DA MOOOOOOOOOON;AlfredVonTirpitz;215;18;1003522;4668;0;Lunar;United Earth;Human;0;2023-02-21 00:00:00;;0;123;731;-140;-1/1;web.apewebapps;0;NUrdW7SznK;0
2OfetKq717;Schmoo Prime;BewareAlbatross;5429;0;5008439;923;0;Sugarland;Zolarg Empire;Insectoids;0;2023-03-28 00:00:00;;4;123;515;925;93/-49;android.gplay;0;zolarg;1
2ogDs1rU54;Hellas Planitia;AnEnglishPerson;870;1;683342;785;0;Red Planet;United Earth;Human;0;2022-11-06 00:00:00;;1;123;187;-991;0/1;web.windowsstore;0;NUrdW7SznK;1
2pDdMlUtkd;Trust;Thomaswarren2903;4;0;0;0;0;Abandoned World;League of Independent States;Human;0;2022-12-20 00:00:00;;3;100;256;-199;-1/-2;ios.appstore;0;lis;1
2pnXxRztRW;Lampshade;Mycolony;63157;30;312192075131;4943111;11;Abandoned World;Alpha Draconians;Reptilian;1;2022-03-30 00:00:00;2022-04-08 00:00:00;4;123;-857;971;106/-87;android.gplay;1;draconian;0
2PV29uZfmF;Ariel;morn704;243;2;2082517;8570;0;Red Planet;United Earth;Human;0;2023-03-05 00:00:00;;0;123;-262;-674;11/-48;desktop.windows;0;kjhAX1YU;1
2qGpqlzTi9;Mu;Karmablack1313;13491;9;298613686;22134;0;Earthlike;United Earth;Human;0;2022-10-03 00:00:00;;3;123;-898;835;103/-27;ios.appstore;0;earth;1
2R417O35HO;My Colony;RIE1;12;0;319071;26589;0;Earthlike;United Earth;Human;0;2022-12-21 00:00:00;;3;100;-928;59;1/0;web.apewebapps;0;earth;0
2rCoai7i2p;Doofania Good Inc;SherlocktheKnower;7923;42;7125389;899;1;Earthlike;United Earth;Human;1;2023-03-05 00:00:00;2023-03-08 00:00:00;3;123;677;872;51/-39;android.gplay;0;G5Syu33cnO;0
2sQHrdV6w7;King;VampireGod25;6809;44;47111821;6919;0;Lunar;United Earth;Human;1;2023-03-27 00:00:00;2023-03-28 00:00:00;2;123;-316;-210;0/1;windows.windowsstore;0;NUrdW7SznK;1
2tt0z8TP;Schreiberian Economic Syndicate;BSchreiber85;25902;16;230564503;8901;1;Ice World;League of Independent States;Human;1;2022-05-20 00:00:00;2022-09-25 00:00:00;3;123;-79;146;-1/-2;android.gplay;0;earth;0
2Uy5wnE6TS;True Poyo;Pikachufan234;59;27;152886;2591;0;Earthlike;United Earth;Human;0;2023-03-04 00:00:00;;3;123;765;770;51/-39;android.gplay;0;le4ym7likd;0
2VbBhnjRTj;Empire Industris;JoLJlol;2708;29;5429287;2005;0;Earthlike;United Earth;Human;0;2023-02-18 00:00:00;;3;96;-951;927;1/0;web.apewebapps;0;earth;0
2VerJfNF;protogen;Andrewsmodyt;96437;33;26767551980;277565;0;Red Planet;United Earth;Human;0;2022-09-08 00:00:00;;4;123;-62;-863;0/0;web.apewebapps;0;earth;0
2zjNqHHfpV;Aurora;Gaspo;145;0;901242;6215;0;Earthlike;United Earth;Human;1;2023-01-02 00:00:00;;3;123;567;973;0/-1;windows.windowsstore;0;15oPw2WvGd;0
30CdS9yUfo;Dirt mound;SirDirt;11;27;389866;35442;0;Ice World;League of Independent States;Human;0;2022-10-24 00:00:00;;0;88;-27;122;-1/-2;android.gplay;0;c40u6nVh;0
31hpEftphW;Bolt colony;bolty346;223;0;1661263;7450;0;Asteroid;League of Independent States;Human;0;2019-11-25 00:00:00;;0;100;-307;-221;-1/-2;windows.windowsstore;0;lis;0
31Xg6DkYR8;Copium Incorporated;McMaker2;15;0;0;0;0;Asteroid;League of Independent States;Human;0;2023-02-16 00:00:00;;0;123;440;-749;-1/-2;ios.appstore;0;R8DzY00fAx;0
32e4ukASFO;Pain;Tornado88;1067;0;4985791;4673;0;Ice World;League of Independent States;Human;0;2023-02-14 00:00:00;;0;123;15;-316;-1/-2;ios.appstore;0;lis;1
35nxA1VxZp;Glorzo;Deeznutz;1653;0;6031061;3649;0;Red Planet;United Earth;Human;1;2022-04-23 00:00:00;;0;123;-155;-780;0/0;android.gplay;0;rJE4I6gV;1
36acbNZx;Buggy Bug;hongwutian;349666;80;362970396495;1038049;0;Abandoned World;Zolarg Empire;Insectoids;1;2022-02-19 00:00:00;2022-02-22 00:00:00;3;123;909;-45;104/-86;web.windowsstore;0;5T3YY7H6;1
