Charter;Name;Owner;Population;Unemployment;GDP;GDP per capita;rrr;Type;Civilization;Race;Capitol;Founded;Independence;Atmosphere stage;Mother colony relations;Xcoord;Ycoord;Sector;Platform;CW size;Mother Colony Charter;Region
94o68Ivptn;Luna 1;Matrixalgebra;44899;23;817824100;18215;0;Lunar;United Earth;Human;1;2022-03-05 00:00:00;2023-02-12 00:00:00;4;123;-566;931;0/-1;ios.appstore;0;earth;1
95lNgpvFCI;MornMarspace;imhotep19;4199;5;62344393;14847;0;Red Planet;United Earth;Human;0;2020-04-02 00:00:00;;3;;114;816;0/-73;desktop.windows;0;;0
96XfYMgHaL;Many Moons;erbesica;208;2;1642746;7898;0;Lunar;United Earth;Human;0;2023-03-27 00:00:00;;0;123;87;752;0/0;steam.windows;0;earth;1
98AdBTV0dI;United Void Confederacy;Mburd123;73986;13;6648384326;89860;1;Earthlike;United Earth;Human;1;2023-01-09 00:00:00;2023-02-04 00:00:00;3;123;881;-377;-1/0;web.apewebapps;0;earth;0
99HkBj03;Commune of meer;Moober;23;0;426910;18561;0;Earthlike;United Earth;Human;0;2022-09-20 00:00:00;;3;123;-218;-814;73/-10;ios.appstore;0;GuYTrPVc;0
99qpYa6JWR;United Pirates;beanstalker;6264;29;21742320;3471;0;Earthlike;United Earth;Human;0;2023-03-07 00:00:00;;3;123;917;930;0/0;web.apewebapps;0;earth;0
9AG3TvS2Jq;WellShit2;rxbin666;48;4;163593;3408;0;Earthlike;United Earth;Human;0;2023-01-14 00:00:00;;3;123;-634;-497;0/1;web.apewebapps;0;ry1asO4U5G;0
9BMeQruEnW;2landia;2tomi2;63339;38;2265740263;35772;1;Red Planet;United Earth;Human;1;2020-11-29 00:00:00;2020-12-03 00:00:00;4;123;-311;-367;0/0;android.gplay;0;earth;0
9BNalGTY;Beta Duna;meikerosa;4729;65;171960864758;36363050;0;Desert World;Alpha Draconians;Reptilian;1;2021-01-30 00:00:00;2021-01-31 00:00:00;3;;544;343;-12/-72;android.gplay;0;;1
9Bol1zOx;Nyejorder Samveldet Kjerneverden;Njola;9174;24;155652356;16967;1;Lunar;United Earth;Human;1;2022-08-18 00:00:00;2022-08-23 00:00:00;3;123;547;553;0/0;steam.windows;0;earth;1
9CC8ywGlwq;Badaa;Gulwan93;34042;40;115471070753;3392018;1;Desert World;Alpha Draconians;Reptilian;1;2023-03-11 00:00:00;2023-03-12 00:00:00;3;123;-876;949;106/-87;android.gplay;0;2pnXxRztRW;0
9cUOWD9bL9;New Amsterdam;pieterman2;25;45;60993;2440;0;Lunar;United Earth;Human;0;2022-12-07 00:00:00;;0;123;303;-952;0/1;web.apewebapps;0;prjPTlun;0
9CzLx721aJ;Lemuris A;yeetythethird2020;1004;20;1836204;1829;0;Red Planet;United Earth;Human;1;2023-02-23 00:00:00;2023-02-28 00:00:00;0;123;367;-629;0/1;web.apewebapps;0;zmZZGD4dZS;1
9daGO0lRsn;Sandhills;UnDadZombies;6710;23;3631690;541;0;Sugarland;Zolarg Empire;Insectoids;0;2023-02-16 00:00:00;;3;123;886;-845;104/-86;android.gplay;0;zolarg;1
9ewJ7bgcoZ;Brothels;DefOnslaught;4;0;0;0;0;Red Planet;United Earth;Human;0;2019-07-02 00:00:00;;0;;432;-906;48/-13;web.apeappslauncher;0;;1
9FjObMgi5A;Sky Burner;Lewis0915;9367;0;381035436;40678;0;Red Planet;United Earth;Human;1;2019-06-16 00:00:00;2019-07-28 00:00:00;4;100;-603;-880;0/0;android.gplay;0;earth;0
9Frn0zBnYJ;first federation Sk;Alisonuwu;1151;45;2952561;2565;0;Red Planet;United Earth;Human;0;2023-02-19 00:00:00;;1;0;-283;-832;0/0;windows.windowsstore;0;earth;0
9G00YGBDHl;Ragnarrock;Reg333;854;48;2738255;3206;0;Lava World;Zolarg Empire;Insectoids;0;2022-12-27 00:00:00;;4;123;-12;-738;104/-86;web.apewebapps;0;JQKzmKuO;1
9hqnMaXQGh;Planetary Soviet Union;XapNesh;690382;10;29770297937;43121;0;Forest World;United Earth;Human;0;2023-02-28 00:00:00;;4;123;-656;-831;0/1;steam.windows;0;NUrdW7SznK;1
9HRmJ2Z2;Garcim;Pandalucky207;28528;0;25722294666;901651;0;Red Planet;United Earth;Human;1;2021-06-02 00:00:00;2021-08-10 00:00:00;4;123;-214;470;0/0;android.gplay;0;earth;0
9hSgkSAxqy;ULAZ Central;IronMonkey;3332402;0;0;0;1;Earthlike;United Earth;Human;1;2023-01-28 00:00:00;2023-02-19 00:00:00;4;123;-190;-933;64/-30;windows.windowsstore;0;zmZZGD4dZS;1
9hTwT6wZIB;Heyyy;Soveriegn;99318;4;924339120;9307;0;Earthlike;United Earth;Human;1;2020-10-27 00:00:00;2020-11-08 00:00:00;3;123;781;-701;-1/0;android.gplay;0;earth;0
9HY6O5RXLs;AXEN;ValenH;84;4;493031;5869;0;Lunar;United Earth;Human;0;2023-03-15 00:00:00;;0;123;-868;226;52/-39;web.apewebapps;0;YCBNv3SUyG;1
9iX9vqUfBd;My Colony;Shyguy215;74;0;434698;5874;0;Earthlike;United Earth;Human;1;2022-11-23 00:00:00;;3;123;368;-10;11/-48;android.gplay;0;2BOvNE34;0
9JAhimavO6;123;Thomaswarren2903;11403;28;7671164;673;0;Abandoned World;Zolarg Empire;Insectoids;0;2023-01-26 00:00:00;;3;123;539;-941;104/-85;ios.appstore;0;zolarg;1
9JRYcY1cxf;bruh;joshfred123;1150;0;3118590;2712;0;Earthlike;United Earth;Human;0;2021-09-18 00:00:00;;3;;787;308;-21/-38;steam.windows;0;;1
9jW54Iujt3;saso;F3RN4NDESRB;3768;22;6121837;1625;0;Lunar;United Earth;Human;0;2022-12-20 00:00:00;;2;123;663;629;0/0;web.apewebapps;0;earth;0
9k2TGxHStQ;Alien Space Empire;vangxim;1530;18;65203805;42617;0;Desert World;Alpha Draconians;Reptilian;1;2023-02-02 00:00:00;2023-02-03 00:00:00;3;123;-856;948;106/-87;web.apewebapps;0;hz22MAQlHN;0
9lAIeW5y2Y;Lunaria;NewLunarRepublic25;12936;25;46793361;3617;1;Abandoned World;League of Independent States;Human;1;2020-09-20 00:00:00;2020-09-30 00:00:00;3;123;179;-135;-1/-2;android.gplay;0;lis;0
9M80wQyIZz;Lacrinaricalsirnametira;Equinox0;12711558;99;250838540410;19733;0;Desert World;Alpha Draconians;Reptilian;1;2022-11-01 00:00:00;2022-11-02 00:00:00;3;123;-734;-183;106/-87;web.apewebapps;0;NUrdW7SznK;1
9MNTK1tVZI;Grey Rock;AnchoredGypsy;657;1;9053423;13780;0;Lunar;United Earth;Human;0;2023-01-01 00:00:00;;0;123;989;423;-1/1;ios.appstore;0;IvwKkU5khK;1
9mTYUXedhg;MornAqua;imhotep19;9604;0;299762694;31212;0;Water World;United Earth;Human;0;2020-04-05 00:00:00;;4;;615;-97;49/-68;desktop.windows;0;;0
9NKpJ5EI8z;Zarthan;Sunara;150;51;2362981;15753;0;Red Planet;United Earth;Human;0;2022-12-28 00:00:00;;0;123;178;-835;54/-86;ios.appstore;0;QuDfBlOp1M;1
9OoiEAic;9OoiEAic;Trader;13454;28;1122931;83;0;Earthlike;United Earth;Human;0;2021-08-30 00:00:00;;3;123;-293;-848;0/1;android.gplay;0;8AmTr8WC;1
9Oyfaw7aky;Shinya Sora;sky123;5082;0;24861441;4892;0;Lunar;United Earth;Human;0;2023-02-06 00:00:00;;2;123;-815;-441;-6/-15;steam.windows;0;1ZbtcYO1O6;1
9PAKBeytSx;XRegion;Xalone;1616;0;3639324;2252;0;Red Planet;United Earth;Human;0;2022-11-28 00:00:00;;0;123;97;-522;0/0;android.gplay;0;earth;1
9r1jBMmZnv;fetish colony;fetish13;54;47;951168;17614;0;Water World;Alpha Draconians;Reptilian;0;2023-02-22 00:00:00;;3;123;-878;942;106/-87;web.apewebapps;0;2pnXxRztRW;0
9sk36D8ulV;Naboo;AngustheWellDone;410282;15;275953127029;672594;0;Forest World;United Earth;Human;0;2022-12-16 00:00:00;;4;123;-785;-432;1/0;web.apewebapps;0;aRaOwuoo6K;1
9T7zJSr0Rm;Lunaria ;Kyronater;26;0;268908;10343;0;Lunar;United Earth;Human;0;2023-02-17 00:00:00;;0;123;850;-843;0/1;ios.appstore;0;hz22MAQlHN;1
9u6vrb8lXP;Andor;Jonnywales99;151337;18;286070542;1890;0;Red Planet;United Earth;Human;0;2022-12-03 00:00:00;;4;123;-466;-638;0/0;android.gplay;0;earth;1
9UmsudWarT;Nicola;Nicola1002;4645;0;12311561;2650;0;Red Planet;United Earth;Human;1;2022-01-16 00:00:00;2023-02-14 00:00:00;2;123;-143;-927;0/1;ios.appstore;0;piVpTTB9;1
9v2LPoAkrY;Huntedman;lrunacres;8852496;12;335537814725307300;37903187386;2;Red Planet;United Earth;Human;1;2023-01-01 00:00:00;2023-01-02 00:00:00;4;123;-781;954;11/-49;steam.windows;0;2BOvNE34;1
9VxtxTfYB8;Ashdod;imhotep19;29419;23;605685675;20588;0;Lunar;United Earth;Human;0;2020-01-02 00:00:00;;4;;-835;918;-10/-33;desktop.windows;0;;0
9vyKOSW0qA;JohsMasterTown;JohW;95716;3;1920674940;20066;0;Forest World;United Earth;Human;1;2022-10-09 00:00:00;2022-10-16 00:00:00;4;123;386;95;0/0;steam.windows;0;earth;0
9W4gjwA9Lc;A stadt;Momo0912;43319;25;284712174;6572;0;Red Planet;United Earth;Human;1;2020-09-29 00:00:00;2020-10-04 00:00:00;4;;358;185;60/-2;web.apewebapps;0;;0
9Ww1artv5M;Civics;Gaspo;346;2;1211347;3501;0;Earthlike;United Earth;Human;1;2023-01-09 00:00:00;;4;123;143;-393;71/-70;windows.windowsstore;0;15oPw2WvGd;1
9XPr7pVnhS;Pam Shallow;imhotep19;150452;7;12255128712;81455;0;Red Planet;United Earth;Human;0;2021-03-06 00:00:00;;4;;56;-381;54/9;desktop.windows;0;;0
9YhEDn1G3g;Jimsnoodles;MSH001;172838;32;102171295599;591139;0;Lunar;United Earth;Human;1;2021-04-22 00:00:00;2021-05-23 00:00:00;4;123;-632;-792;0/1;android.gplay;0;earth;1
9zE4XG3a6U;DAGGER MAINLAND  ;Dagger;58710;52;1428280588;24328;2;Red Planet;United Earth;Human;1;2023-01-01 00:00:00;2023-02-03 00:00:00;3;123;-721;843;11/-49;android.gplay;0;2BOvNE34;1
a0vaIoY6iO;My Colony;Stoney;37105;69;51579317;1390;0;Red Planet;United Earth;Human;0;2022-12-22 00:00:00;;2;0;-150;-647;0/0;android.gplay;0;earth;0
A1dQkaMnWC;the conqourers;willawe;15420;31;37674034;2443;1;Red Planet;United Earth;Human;1;2022-11-06 00:00:00;2022-11-14 00:00:00;4;123;986;46;-1/0;steam.windows;0;earth;1
a2J0m0YtGy;skizz;war84mech;358;0;2020378;5644;0;Earthlike;United Earth;Human;0;2022-11-23 00:00:00;;3;123;592;40;0/0;ios.appstore;0;earth;1
a2UbbJoGvA;The;Sully79;8;0;113890;14236;0;Earthlike;United Earth;Human;0;2022-11-28 00:00:00;;3;123;-972;-662;1/0;ios.appstore;0;OX2eC2i9;0
a3q8NDFujT;Pawtobia;GoldenWolf22;383;0;1151510;3007;0;Red Planet;United Earth;Human;0;2023-01-22 00:00:00;;0;123;-207;-362;0/0;ios.appstore;0;earth;0
a4Jv2Vlpln;8888Alpha8888;Christonetworks;293;0;383635;1309;0;Water World;Zolarg Empire;Insectoids;0;2023-03-13 00:00:00;;3;123;944;-198;103/-86;web.windowsstore;0;zolarg;0
A5o3SsEVfm;A5o3SsEVfm;PlantManNoah;8076;0;23099485;2860;0;Forest World;United Earth;Human;1;2022-11-24 00:00:00;;3;123;843;692;51/-39;ios.appstore;0;vBun9QAw;0
A5OZiKMC;Hii hanji;Gulwan93;7501;32;56614100;7548;0;Earthlike;United Earth;Human;0;2022-09-16 00:00:00;;3;123;173;-793;54/-86;android.gplay;0;cN6s8H7b;0
A5VbD5fapc;Nova Prosperia;pieterman2;4358;14;6785031;1557;0;Red Planet;United Earth;Human;0;2022-12-22 00:00:00;;3;123;559;827;0/1;steam.windows;0;NUrdW7SznK;1
a6luRghpg7;New New San Fransokyo;Odiin46;35034;40;228563146;6524;0;Water World;United Earth;Human;1;2022-11-18 00:00:00;2022-12-01 00:00:00;3;123;398;-458;0/1;ios.appstore;0;uovgjkPi;0
A7RNEGHnqD;Luna;AnselmT;41;46;391704;9554;0;Lunar;United Earth;Human;0;2021-05-11 00:00:00;;0;123;-356;-119;0/0;android.gplay;0;earth;0
A9WWV2K0Oy;carcosa;adolfo;86859;46;4154941354;47835;0;Earthlike;United Earth;Human;1;2021-04-13 00:00:00;2021-07-11 00:00:00;3;123;-330;155;0/0;web.apewebapps;0;earth;0
Aa00npyaY7;Forrrst;KlingonDragon;16112;10;210454684;13062;0;Abandoned World;League of Independent States;Human;1;2023-01-05 00:00:00;2023-01-23 00:00:00;3;123;89;-24;-1/-2;web.apewebapps;0;lis;1
aA2M9r6BYs;Flaming Empire;Flaming0Vengeance;755;0;1899922;2516;0;Red Planet;United Earth;Human;0;2023-01-03 00:00:00;;0;119;-622;-341;84/-23;windows.windowsstore;0;mVNVgreB;1
AajBg7q2Nl;Pat 2;ImNotSuperman92;1239;12;8471121;6837;0;Red Planet;United Earth;Human;0;2023-03-10 00:00:00;;0;123;-324;531;114/7;android.gplay;0;NUrdW7SznK;1
aAZx2y99pU;Zerg;PleznTInfinite;2110;62;2326381;1103;0;Abandoned World;Zolarg Empire;Insectoids;0;2023-02-12 00:00:00;;3;123;-964;-288;105/-86;android.gplay;0;zolarg;1
aCGlgHn4c8;CHAOS;LunaWolfmin;82;12;199153;2429;0;Earthlike;United Earth;Human;0;2023-01-11 00:00:00;;3;86;643;902;0/-1;web.apewebapps;0;earth;0
ADLtOL1B5B;Bob;Rimmy;23;0;148504;6457;0;Earthlike;United Earth;Human;0;2023-02-07 00:00:00;;3;123;554;-771;0/0;ios.appstore;0;IZopld1f;1
AEhPPvRy;Coruscant;Septagonal;456681;17;1217614980458398;2666226492;0;Red Planet;United Earth;Human;1;2020-02-17 00:00:00;2021-01-06 00:00:00;4;;-286;440;-5/-14;android.gplay;0;;1
AfADAqXr1D;ULAZ Farms;IronMonkey;113969;46;111061280;974;0;Earthlike;United Earth;Human;0;2023-02-02 00:00:00;;4;123;-190;-933;64/-30;web.apewebapps;0;zmZZGD4dZS;1
AFxwwUVZ;Kacprzakia;Ikacprzak042;84;2;2777140;33061;0;Lunar;United Earth;Human;0;2022-09-22 00:00:00;;0;123;-840;-335;0/0;web.apewebapps;0;earth;0
ag4PmYVsmL;The Lands Between;TemplarOfGod;128157;65;1401454125;10935;4;Red Planet;United Earth;Human;1;2023-02-14 00:00:00;2023-02-19 00:00:00;4;123;-83;575;0/0;web.apewebapps;0;IvwKkU5khK;0
AgH9AN7Fp7;Chiss;aegonunlikley;112877;1;425665310;3771;0;Red Planet;United Earth;Human;1;2022-10-20 00:00:00;1969-12-31 00:00:00;3;123;763;883;-1/0;web.windowsstore;0;NUrdW7SznK;1
AGQBTZIyt9;Zorg;motorheadraider;115;0;157604;1370;0;Sugarland;Zolarg Empire;Insectoids;0;2022-12-01 00:00:00;;3;100;-747;123;104/-86;steam.windows;0;zolarg;1
ah0TgBnC3g;Epsilon-Rubrum;spudsic1e;533;0;1637846;3073;0;Red Planet;United Earth;Human;0;2023-01-14 00:00:00;;0;123;617;-518;0/0;web.apewebapps;0;earth;0
ahM7OLM5zq;Cursivia;therealchromedino;742;9;75288613;101467;1;Abandoned World;Alpha Draconians;Reptilian;1;2022-10-18 00:00:00;2023-02-17 00:00:00;3;123;765;317;0/0;web.apeappslauncher;0;SXVOfRjX;1
ai1NvwMFbu;Redemption;Unique;21;0;133193;6343;0;Red Planet;United Earth;Human;0;2023-02-01 00:00:00;;0;123;-593;-376;0/0;windows.windowsstore;0;OrkCI1ZZ;1
aie0jW9zN9;Cowltopia;FB4;4977536;1;73649494173929170;14796375993;10;Red Planet;United Earth;Human;1;2020-12-27 00:00:00;2020-12-31 00:00:00;4;;892;614;-4/-37;web.apewebapps;0;;1
aIGvVeoxk7;Frozen buznurg;NR2d2x;23777;0;137979761195;5803077;1;Ice World;Zolarg Empire;Insectoids;1;2023-03-17 00:00:00;2023-03-21 00:00:00;2;123;951;-199;103/-86;android.gplay;0;zolarg;0
AinIsXwhUi;sHZWsho825RipjWvCOOU;OilChan;1941;2;2975731;1533;0;Red Planet;United Earth;Human;0;2023-01-20 00:00:00;;1;92;-255;-177;11/-48;web.apewebapps;0;2BOvNE34;0
AJ3AxbSGyz;Emperial Capital Terra;KaiserKai2x;920;0;2012233;2187;0;Earthlike;United Earth;Human;0;2023-03-27 00:00:00;;3;123;-480;-907;0/1;windows.windowsstore;0;earth;0
AKLCOEpt5u;29031998;Thomaswarren2903;64050;54;882737735;13782;0;Abandoned World;League of Independent States;Human;1;2023-01-18 00:00:00;2023-01-20 00:00:00;4;123;-240;958;0/-2;ios.appstore;0;VAAVvLtD6I;1
akZ8TOHorv;Antkanda;IronMonkey;37648;44;25738341195;683658;0;Sugarland;Zolarg Empire;Insectoids;1;2023-01-19 00:00:00;2023-01-29 00:00:00;4;123;679;-492;34/-9;web.apewebapps;0;zmZZGD4dZS;0
aL2cMVYvkS;[EUSCAS] Open Skies;Equinox0;1094690;6;1368934120707223600;1250522175874;1;Red Planet;United Earth;Human;1;2023-01-23 00:00:00;2023-01-23 00:00:00;4;123;-455;-374;0/1;web.apewebapps;0;MkTxfO4hsA;0
aLUdEEV9SL;uai2;FernandoDj;21;0;0;0;0;Earthlike;United Earth;Human;0;2023-01-08 00:00:00;;4;100;-945;-545;39/14;windows.windowsstore;0;HFnfUtJVYA;1
aLZq6odQBE;Skizzia;war84mech;536;0;1641258;3062;0;Earthlike;United Earth;Human;0;2022-11-28 00:00:00;;3;123;-393;-780;81/-69;ios.appstore;0;18vKskkBFx;1
AMKTSl9hYX;The originals ;malenegrace1997;57470;0;434785968;7565;0;Earthlike;United Earth;Human;0;2022-10-29 00:00:00;;4;123;-786;749;0/1;android.gplay;0;hbDaYIBG7v;1
aMR52F8ijy;AD Chingzta;felipe3;728688;0;29687464115848;40740981;3;Desert World;Alpha Draconians;Reptilian;1;2021-09-19 00:00:00;2021-09-22 00:00:00;4;;426;-956;80/-47;desktop.windows;0;;1
AMWZzV2LYv;Otohime;kuke3og;2023;3;140809634;69604;0;Asteroid;League of Independent States;Human;0;2022-12-15 00:00:00;;2;123;-53;263;-1/-2;steam.windows;0;OS4uzrok8b;1
AMyMWFu31E;dsliwa;dsliwa;59;0;239685;4062;0;Earthlike;United Earth;Human;0;2023-01-17 00:00:00;;3;123;740;-937;-1/2;ios.appstore;0;hbDaYIBG7v;0
AN56D6damX;Ci1;Lordpyro94;775;0;2247493;2900;0;Red Planet;United Earth;Human;0;2023-02-16 00:00:00;;0;123;955;970;0/1;android.gplay;0;NUrdW7SznK;1
AOF4K74tqB;Cytrus 10.10.2022;matijestzlyV8;679;0;846384;1247;0;Lunar;United Earth;Human;0;2022-10-10 00:00:00;;0;123;989;917;0/-1;steam.windows;0;OX2eC2i9;0
aOX6FdfL8h;Zebes;Ashtonf1;4;0;123720;30930;0;Earthlike;United Earth;Human;0;2023-03-16 00:00:00;;3;100;339;-496;76/-12;ios.appstore;0;NUrdW7SznK;1
AoxWbtsoj8;The Red Colony;LatiosTube;8086;39;26308240;3254;0;Red Planet;United Earth;Human;0;2023-01-05 00:00:00;;2;123;806;90;-1/0;android.gplay;0;earth;1
aOz8XIzF18;ant colony;jaydenortiz;209;44;133393;638;0;Sugarland;Zolarg Empire;Insectoids;0;2023-03-01 00:00:00;;3;100;564;650;104/-86;steam.windows;0;zolarg;1
ap2DlEHfYS;Russian federation ;Ravigulwan;876642;9;4912495479006991;5603764683;1;Earthlike;United Earth;Human;1;2022-10-01 00:00:00;2022-10-15 00:00:00;4;123;-457;-582;11/-48;android.gplay;0;vxxr9dfo;1
aPG0vPA5Fm;tomo ante;polaris;3976;0;8824627;2219;0;Red Planet;United Earth;Human;0;2022-12-28 00:00:00;;1;123;838;795;-1/1;web.apewebapps;0;IjXZjL1sSn;0
AphvY4lj3l;My Colony;Popci88;514;0;1966010;3825;0;Red Planet;United Earth;Human;0;2022-12-29 00:00:00;;0;123;822;337;-1/1;steam.windows;0;krXZDou6Td;0
ApmOqxxn5b;bugs;sgtmikeburg;1686;1;1734642;1029;0;Sugarland;Zolarg Empire;Insectoids;0;2023-02-20 00:00:00;;3;123;853;-902;103/-86;web.apewebapps;0;6s7PVY5VNs;1
APqnos3Ipq;Kankrelat;Bibifrotin;105;27;470624;4482;0;Lunar;United Earth;Human;0;2022-12-13 00:00:00;;0;123;-403;-416;12/-4;web.apewebapps;0;OpU9PArZdB;0
AQ3Dph8K3N;United kingdom of Slovenia ;Bule;47370;27;21222523769;448016;0;Abandoned World;League of Independent States;Human;0;2022-09-18 00:00:00;;4;123;-104;-194;0/0;steam.windows;0;F9dkBsAg;1
aQZa5M0ewc;Societal;PleznTInfinite;77906;17;706749605;9072;6;Lunar;United Earth;Human;1;2023-01-27 00:00:00;2023-02-08 00:00:00;3;123;-940;-74;1/0;android.gplay;0;earth;1
ar6ihEGIQ9;The Frozen Oasis;Japont3;75;98;570683;7609;0;Ice World;League of Independent States;Human;0;2023-01-24 00:00:00;;0;123;286;133;-1/-2;ios.appstore;0;rSVttCY2;0
aRaOwuoo6K;The Galactic Republic;AngustheWellDone;305364;2;7105296414430;23268284;8;Earthlike;United Earth;Human;1;2022-10-06 00:00:00;2022-11-08 00:00:00;4;123;296;-749;107/-65;web.apewebapps;0;yUQBrzPR;1
ArbWqaMmAM;Rock Bottom;Prosniper1;123;0;657396;5345;0;Red Planet;United Earth;Human;0;2023-01-13 00:00:00;;2;123;840;862;23/-38;web.apewebapps;0;O5i69DsjlZ;1
aRSpiF5saI;Buoy;Noobetskij;329;34;164585;500;0;Water World;Zolarg Empire;Insectoids;0;2023-01-29 00:00:00;;3;94;-685;971;104/-86;web.apewebapps;0;zolarg;0
arSTj4hQ;Region LLC;mailablemage;10;80;1738661;173866;0;Red Planet;United Earth;Human;1;2021-07-31 00:00:00;1969-12-31 00:00:00;0;123;419;287;0/0;ios.appstore;0;earth;1
arSTj4hQEJ;New draxtonia;Tanker031;185;0;722520;3906;0;Earthlike;United Earth;Human;0;2023-03-04 00:00:00;;3;123;-690;673;0/0;android.gplay;0;hz22MAQlHN;1
aRTbIz1iV1;1;Otometakai1;848;0;3013167;3553;0;Earthlike;United Earth;Human;0;2023-02-27 00:00:00;;4;123;-190;-933;64/-30;web.apewebapps;0;hz22MAQlHN;1
ASjUrmUZXr;Eden;Bcat10;4;75;9200;2300;0;Earthlike;United Earth;Human;0;2022-12-12 00:00:00;;3;100;-390;12;0/0;android.gplay;0;6xr9Gndm;1
aSUlGGOxjR;Iris Selene;Ghasty3;78;6;476271;6106;0;Lunar;United Earth;Human;0;2022-12-05 00:00:00;;0;123;-111;428;0/0;steam.windows;0;56GWQ2s95s;0
At9pNx9ai4;Rome;GeneralPershing;2834352;33;392821421585;138593;1;Earthlike;United Earth;Human;1;2022-10-25 00:00:00;2022-10-28 00:00:00;4;123;93;749;45/-30;web.apewebapps;0;1GC5SZ89;0
AtJ7LuBi;City of Trans;meikerosa;38126;33;1407104887;36907;0;Red Planet;United Earth;Human;1;2021-01-22 00:00:00;2021-01-27 00:00:00;4;123;-837;22;1/0;android.gplay;0;earth;0
ATPYH9klcA;Chicken;Kaiden2;7;0;57216;8174;0;Earthlike;United Earth;Human;0;2022-12-15 00:00:00;;3;123;748;-967;109/-63;android.gplay;0;J60cMrq2;0
Au0jBb2d;FarmCityWorld;Redarks;8718;10;43305263;4967;0;Earthlike;United Earth;Human;1;2022-09-03 00:00:00;2023-01-06 00:00:00;3;123;-760;-381;0/0;web.apeappslauncher;0;earth;1
aU83pWzopf;NEW ROMS (LIS);Roms30;48267;3;17050548710;353255;0;Abandoned World;League of Independent States;Human;1;2022-01-22 00:00:00;2022-02-03 00:00:00;3;;282;-786;122/-21;web.apewebapps;0;;1
auduJZ46NB;cda;robsongm;5130;3;9670115;1885;0;Lunar;United Earth;Human;0;2023-01-25 00:00:00;;3;123;-675;391;1/0;ios.appstore;0;DyMiwE4N;0
av8ZJeu1jU;RB-6489;Nekay2886343;105;0;266727;2540;0;Red Planet;United Earth;Human;0;2022-12-02 00:00:00;;0;123;590;20;0/0;android.gplay;0;SXVOfRjX;0
AVouRAUDpI;ALCEA;Mekhi771;10043;17;16391383;1632;0;Earthlike;United Earth;Human;1;2022-12-06 00:00:00;2022-12-09 00:00:00;3;123;-897;228;0/0;web.apewebapps;0;earth;0
AvT1m56SMY;Red Free Trade Zone;therealchromedino;173985;49;7933427855;45598;0;Red Planet;United Earth;Human;1;2023-01-30 00:00:00;2023-02-01 00:00:00;4;123;-339;-85;-1/1;web.apeappslauncher;0;IvwKkU5khK;1
AVV9kYRw3v;Hereland;Leviticus;117;8;707045;6043;0;Earthlike;United Earth;Human;0;2023-01-31 00:00:00;;3;123;573;-834;0/0;ios.appstore;0;dRs3LUFPVU;0
AVXKeKhv;New Life;Lilbalooga;564148;22;292544857023;518560;1;Forest World;United Earth;Human;1;2022-09-24 00:00:00;2022-10-14 00:00:00;4;123;-692;872;0/0;android.gplay;0;earth;1
AVyTBqjS4g;D2;Confiused;18453;0;198061310;10733;1;Earthlike;United Earth;Human;1;2023-03-09 00:00:00;2023-03-11 00:00:00;3;123;-381;-102;22/11;android.gplay;0;R4adHur3Sp;1
AwkdSLbsmB;Xnx;Nat678;2255;28;5593652;2481;0;Earthlike;United Earth;Human;0;2022-12-07 00:00:00;;3;123;792;787;51/-39;android.gplay;0;6uHQ4QwvB8;0
aWnby2sEdE;Free Green Flag State;WarDogz1041;117;35;290680;2484;0;Earthlike;United Earth;Human;0;2023-01-23 00:00:00;;3;117;-730;-550;82/-69;android.gplay;0;18vKskkBFx;0
aWzZaH3ijh;Cantina ;Bcat10;7;14;96109;13730;0;Earthlike;United Earth;Human;1;2022-12-11 00:00:00;;3;100;-89;-815;0/1;android.gplay;0;piVpTTB9;1
AX63ErnXL4;My Colony;carrier57;33313;16;336283520;10095;0;Asteroid;League of Independent States;Human;0;2023-02-25 00:00:00;;4;123;66;76;-1/-2;web.apewebapps;0;lis;0
aXV7EweqV5;TEXAS;Yayacantu804;395;4;1578726;3997;0;Red Planet;United Earth;Human;0;2023-01-22 00:00:00;;0;123;645;908;10/-49;android.gplay;0;9v2LPoAkrY;1
ay2P7LatMv;Galdoor-5;Bcat10;96;2;480553;5006;0;Red Planet;United Earth;Human;0;2022-12-20 00:00:00;;0;123;-148;860;0/1;android.gplay;0;hbDaYIBG7v;1
AYhRsWkVxL;Nosgoth;DrDopps;14866;9;37284613;2508;0;Red Planet;United Earth;Human;0;2023-03-11 00:00:00;;3;123;-27;166;0/0;web.apewebapps;0;hz22MAQlHN;0
ayTsVOZez6;ayTsVOZez6;Takumii;999;0;8822524;8831;0;Asteroid;League of Independent States;Human;0;2023-02-16 00:00:00;;0;121;-22;-103;-1/-2;ios.appstore;0;lis;0
AZ0xqeOYO5;Sirius A;Reg333;34;23;167460;4925;0;Earthlike;United Earth;Human;0;2022-12-25 00:00:00;;3;123;180;173;0/0;android.gplay;0;earth;1
B2eT97Ke6V;IceAge;bidwar;1925;0;132284164;68719;0;Ice World;League of Independent States;Human;0;2023-02-08 00:00:00;;2;123;252;43;-1/-2;steam.windows;0;lis;1
b3MqBPwo;nux;rubendramos;2006999;28;83364510626999;41536897;1;Lunar;United Earth;Human;1;2020-04-11 00:00:00;2020-04-17 00:00:00;4;123;-385;-353;0/0;steam.windows;0;earth;1
